,title,year,rating,votes
26717,Stuff Stephanie in the Incinerator,1989,3.2,326
26718,The Memory Thief,2007,5.8,219
26719,Saadia,1953,5.5,112
26720,Over-Exposed,1956,6.1,289
26721,Friended to Death,2014,4.9,445
26722,Incoming Freshmen,1979,4.9,67
26723,Brutality,2018,3.2,27
26724,Walk a Mile in My Pradas,2011,4.6,346
26725,Johnny Doesn't Live Here Anymore,1944,5.9,168
26726,A Time to Remember,1988,2.8,129
26727,Death Mask,1992,5.5,80
26728,You're Killing Me...,2003,4.6,251
26729,Watch Phoenix Rise,2014,3.6,14
26730,The Hole in the Wall,1929,5.9,127
26731,No One Could Protect Her,1996,5.6,294
26732,Broadway Bad,1933,6.0,159
26733,Little Girl... Big Tease,1976,5.8,57
26734,Brooklyn Babylon,2001,6.0,287
26735,The Marriage of a Young Stockbroker,1971,6.3,135
26736,Fade Away,2018,4.8,43
26737,Power 98,1996,4.6,254
26738,El Camino,2015,7.9,16
26739,Required Field,2016,4.1,18
26740,UFO: Target Earth,1974,2.6,342
26741,Che Guevara,2005,5.6,443
26742,Roadside,2013,3.8,395
26743,Sky Force 3D,2012,3.1,253
26744,Festival in Cannes,2001,5.8,564
26745,Bob Thunder: Internet Assassin,2015,3.4,119
26746,Maybe It's Love,1935,6.1,89
26747,The Long Weekend (O'Despair),1989,5.1,41
26748,The Trial of the Catonsville Nine,1972,6.6,35
26749,Whitepaddy,2006,4.4,86
26750,Natural Causes,1994,5.2,149
26751,Fly-By-Night,1942,6.5,195
26752,Secrets in the Fall,2015,5.9,54
26753,Backwoods Bloodbath,2007,3.1,173
26754,House of Horrors: Gates of Hell,2012,4.3,116
26755,Legs,2015,3.6,28
26756,E-Demon,2016,3.2,215
26757,Pink Angels,1971,4.8,283
26758,An Unremarkable Life,1989,6.1,138
26759,The Son-Daughter,1932,5.5,147
26760,Street Girls,1975,4.8,61
26761,Rednecks,2017,6.1,"1,251"
26762,Mnasidika,1969,5.1,61
26763,The Magnificent Matador,1955,5.7,168
26764,Florian,1940,7.4,57
26765,Never Get Outta the Boat,2002,7.1,173
26766,Confessions of a Psycho Cat,1968,5.9,212
26767,A Perfect Chord,2015,6.4,51
26768,Malice: Emergence,2018,7.1,9
26769,Vanquisher,2016,3.9,152
26770,Monsieur Beaucaire,1924,5.7,446
26771,Hitting the Cycle,2012,6.1,42
26772,California Conquest,1952,5.2,157
26773,Shadows on the Wall,2015,5.1,226
26774,"A Smell of Honey, a Swallow of Brine",1966,6.0,181
26775,The Reformer and the Redhead,1950,6.2,338
26776,Pocketman and Cargoboy,2018,2.5,116
26777,The Loves of Edgar Allan Poe,1942,5.8,180
26778,This Tunnel South,2011,6.8,15
26779,Loan Shark,1952,6.4,350
26780,Finding Purpose: The Road to Redemption,2019,9.0,8
26781,The Mysterious Rider,1938,6.2,55
26782,King of Paper Chasin',2011,4.9,235
26783,The Lady Has Plans,1942,6.7,129
26784,NY84,2016,5.4,37
26785,More to Love,2014,5.8,23
26786,Two Smart People,1946,6.5,439
26787,Wyoming Outlaw,1939,6.2,281
26788,Chatter,2015,5.4,38
26789,Parades,1972,6.4,42
26790,Isle of Forgotten Sins,1943,4.6,268
26791,The Two Pamelas,2015,8.2,136
26792,Not Another Mistake,1989,4.5,48
26793,Tennessee Champ,1954,5.8,207
26794,Villanelle,2012,6.1,24
26795,Dark Winter,2018,3.5,40
26796,Desperate Acts of Magic,2013,5.1,117
26797,Looking for Prince Charming,2006,5.8,10
26798,Bury Me an Angel,1971,5.6,174
26799,Guilty as Charged,1991,5.3,303
26800,The Struggle,1931,6.2,277
26801,Eyes of the Beholder,1992,4.3,163
26802,Say It in Russian,2007,5.8,141
26803,Tarzan and the Green Goddess,1938,4.7,427
26804,Made Men,1997,7.2,48
26805,Counter Clockwise,2016,4.3,245
26806,Life's an Itch,2012,4.3,151
26807,Chillers,1987,4.6,460
26808,The Oracle,1985,3.7,334
26809,Emerald Cities,1983,6.2,115
26810,Back to Back,1989,5.0,79
26811,Love Is Like That,1992,6.3,90
26812,The Smiley Face Killers,2014,4.8,184
26813,Behind That Curtain,1929,4.9,377
26814,Valley of Ditches,2017,3.9,300
26815,Last Supper,2018,4.6,38
26816,Stanley Stanton,2019,7.8,11
26817,Artworks,2003,5.1,311
26818,Jack the Dog,2001,4.7,149
26819,Wildrose,1984,6.7,61
26820,Sex and the Single Vampire,1970,4.2,106
26821,Angelo My Love,1983,6.7,191
26822,Text,2008,4.3,83
26823,The Necro Files,1997,3.8,455
26824,Female Pervert,2015,5.7,52
26825,Banshee!!!,2008,3.6,353
26826,The Savage Eye,1959,6.9,240
26827,Kid Glove Killer,1942,6.8,887
26828,Dr. Kildare's Victory,1942,6.4,236
26829,Francis in the Haunted House,1956,5.7,235
26830,Fort Osage,1952,6.0,137
26831,Population: 2,2012,2.3,317
26832,Trouble in Texas,1937,5.6,153
26833,Oka!,2011,5.7,152
26834,Behind the Rising Sun,1943,5.6,290
26835,Unmade Beds,1976,5.6,100
26836,Rebel in Town,1956,6.6,290
26837,Decision,2012,5.5,59
26838,Emma,2018,7.6,11
26839,Can't Stop Dancing,1999,4.9,111
26840,A Horse Story,2016,5.9,75
26841,Motel Blue,1997,4.8,153
26842,Illusions,2017,5.3,125
26843,CarousHELL,2016,5.8,73
26844,The Crowd Roars,1938,6.6,372
26845,The Definite Maybe,1997,4.7,134
26846,Default,2014,4.3,224
26847,The Anniversary,2009,5.4,87
26848,How to Kill Your Boss,2010,7.6,22
26849,Queen of the Amazons,1947,3.6,644
26850,Animals with the Tollkeeper,1998,7.0,435
26851,Curse of the Crystal Eye,1991,4.8,79
26852,Miles from Home,2006,5.4,105
26853,The Little Sister,1985,6.0,61
26854,Abuse,1983,6.2,108
26855,Ghostline,2015,3.2,120
26856,The Dark Knight: The Ballad of the N Word,2018,9.4,49
26857,Sex Ritual of the Occult,1970,3.9,57
26858,Hell Ship Mutiny,1957,4.8,80
26859,Chief Zabu,1988,7.5,59
26860,Dynamite Chicken,1971,4.8,190
26861,Three Came Back,1961,5.4,83
26862,So This Is Paris,1926,7.0,310
26863,I Escaped from the Gestapo,1943,4.9,39
26864,Girl Gang,1954,5.4,165
26865,I Accidentally Domed Your Son,2004,1.9,571
26866,Vacancy,2005,6.6,36
26867,The Next Door Neighbor,2010,5.9,15
26868,Golden Girl,1951,6.0,233
26869,Brock Wilbur: 28 Years Later,2012,5.2,12
26870,Snitch,1996,5.2,154
26871,There's Always a Woman,1938,6.7,660
26872,Calm Yourself,1935,5.7,94
26873,Sweet Lorraine,2015,5.5,52
26874,A Bedtime Story,1933,7.0,80
26875,Up the River,2015,4.2,32
26876,Westward Passage,1932,5.6,233
26877,I Think My Babysitter's an Alien,2015,6.5,18
26878,Area 51 Confidential,2011,4.7,361
26879,Making Out,2016,4.8,58
26880,Raffles,1930,6.4,752
26881,The Summoning,2015,5.8,55
26882,Three Days in August,2016,4.8,112
26883,Treacherous,2010,4.5,48
26884,Haunted Maze,2017,3.7,107
26885,If Tomorrow Comes,2000,5.6,100
26886,The Homeless Billionaire,2016,5.2,44
26887,Godmoney,1999,4.2,177
26888,The Pawn,1998,4.2,132
26889,My America,2014,4.6,21
26890,Self Medicated,2005,5.7,885
26891,The Mysterious Mr. M,1946,6.5,73
26892,This Day and Age,1933,6.5,123
26893,The Dark Knight Returns: An Epic Fan Film,2016,6.9,47
26894,The Perils of P.K.,1986,3.2,23
26895,The Playback Singer,2013,7.5,42
26896,Polanski Unauthorized,2009,3.1,134
26897,The Indian,2007,6.8,"1,757"
26898,Boys on the Run,2003,5.0,161
26899,You and Me,1974,5.7,63
26900,Zigs,2001,5.0,226
26901,Criminally Insane 2,1987,1.8,431
26902,The Ice House,1969,3.5,114
26903,My Sister's Wedding,2013,4.3,68
26904,Snakewoman,2005,3.2,226
26905,Breakfast in Beirut,2015,8.2,13
26906,Mutiny,1952,5.2,297
26907,Suburban Pagans,1968,6.0,42
26908,Battle of Rogue River,1954,5.7,206
26909,Dirty Work,2006,5.3,266
26910,Lovers Courageous,1932,5.9,127
26911,The Rocket Man,1954,5.5,89
26912,Voice in the Mirror,1958,6.9,90
26913,The Browsing Effect,2018,4.1,118
26914,Clay Farmers,1988,6.2,89
26915,Lovers and Lollipops,1956,7.1,244
26916,Klash,1995,6.2,67
26917,Astro Zombies: M4 - Invaders from Cyberspace,2012,4.3,94
26918,Looking for the Jackalope,2016,5.7,142
26919,Man Overboard,2008,6.5,55
26920,Kelly and Me,1956,5.8,103
26921,Hunter,2015,7.3,477
26922,Steve Harvey: Still Trippin',2008,6.7,46
26923,Harlem Aria,1999,6.0,200
26924,Samurai Avenger: The Blind Wolf,2009,4.8,582
26925,Why Am I Doing This?,2009,7.1,83
26926,Bonzo Goes to College,1952,5.3,118
26927,Black Water Creek,2014,3.0,79
26928,The Immigrant,2019,9.3,7
26929,The Zombinator,2012,2.3,259
26930,Fist of the Dragon,2014,5.2,56
26931,Never the Twain Shall Meet,1931,5.6,155
26932,65th,2017,3.1,41
26933,Nazty Nuisance,1943,4.6,231
26934,Red Tomahawk,1967,5.5,94
26935,Rare Breed,1984,4.5,26
26936,AmericanEast,2008,6.2,286
26937,Bacterium,2006,4.4,197
26938,Terror in Woods Creek,2017,5.8,8
26939,Book of Numbers,1973,6.9,61
26940,Hitters,2002,4.6,147
26941,The Duke Is Tops,1938,5.5,307
26942,Count the Hours!,1953,6.2,431
26943,My Uncle the Alien,1996,2.5,198
26944,Sister Mary,2011,4.3,93
26945,Go Into Your Dance,1935,6.1,317
26946,American Girl,2014,4.9,63
26947,Lost Signal,2006,3.8,752
26948,The Fat Black Pussycat,1963,4.6,107
26949,Court of Appeals,2018,4.6,29
26950,Hotel Continental,1932,5.7,44
26951,American Mirror: Intimations of Immortality,2018,7.0,14
26952,The Man Inside,1990,5.2,143
26953,Tempest,1928,6.8,333
26954,Virtually Heroes,2013,6.7,67
26955,Brooklyn Lobster,2005,6.3,437
26956,Cowboy Zombies,2013,2.5,205
26957,Early Women Filmmakers,2017,8.1,8
26958,Out-of-Sync,1995,4.4,164
26959,Song of the Islands,1942,6.2,200
26960,Conquest of Cochise,1953,5.5,218
26961,Live Wires,1946,6.4,321
26962,West Point of the Air,1935,5.9,194
26963,Those Three French Girls,1930,5.0,78
26964,Green Eyes,1934,5.2,225
26965,A Night at the Magic Castle,1988,6.0,22
26966,The Crypt,2009,3.2,"1,176"
26967,Apache Warrior,1957,5.3,84
26968,The Legend of Earl Durand,1974,6.9,28
26969,Somebody's Mother,2016,7.0,81
26970,Doomsday Voyage,1972,3.3,35
26971,Camilla Dickinson,2012,5.6,128
26972,Test Tube Babies,1948,2.8,254
26973,Are You for Great Sex?,2010,5.0,68
26974,Hell Harbor,1930,5.5,142
26975,Reprisal!,1956,6.6,306
26976,Strictly Dishonorable,1951,5.9,133
26977,Lies I Told My Little Sister,2014,7.7,86
26978,Jake's Road,2017,4.0,191
26979,Cherry.,2010,6.9,66
26980,Almost Salinas,2001,6.0,268
26981,The Verne Miller Story,1987,4.8,218
26982,Tales of the Third Dimension,1984,5.2,108
26983,The Erotic Adventures of Robinson Crusoe,1976,4.3,41
26984,Error in Judgment,1999,4.7,153
26985,Too Much Sex,1999,4.9,57
26986,Presidents Day,2016,6.1,74
26987,Last Gasp,1995,4.5,419
26988,Definitely Divorcing,2016,5.0,59
26989,Malevolence,2004,4.4,88
26990,Everglades,2016,4.9,12
26991,The Yellow Sign,2001,6.0,149
26992,Night of the Kickfighters,1988,3.6,87
26993,The Bucks County Massacre,2010,4.1,527
26994,Washington Story,1952,6.2,216
26995,Money Madness,1948,6.2,156
26996,The Prodigal Planet,1983,4.9,169
26997,The Investigator,2013,5.4,305
26998,True Law,2018,4.2,47
26999,Ghost Witch,2015,3.8,96
27000,A River of Skulls,2010,4.2,28
27001,"Wife, Husband and Friend",1939,6.1,197
27002,Helter Skelter,2000,5.1,88
27003,Southern Cross,1999,4.3,143
27004,Hallelujah the Hills,1963,6.9,142
27005,Freedom Strike,1998,3.7,372
27006,Cauliflower Cupids,1970,4.9,9
27007,Tug,2010,6.6,72
27008,Wagons West,1952,6.1,63
27009,Savage Justice,1988,4.6,62
27010,Stupid Teenagers Must Die!,2006,2.8,468
27011,Golden Mind,2013,5.6,27
27012,War of Resistance,2011,5.2,37
27013,Rock 'n' Roll Hotel,1983,8.1,21
27014,Flight Angels,1940,5.7,235
27015,Venice/Venice,1992,6.1,216
27016,Maid's Night Out,1938,6.1,360
27017,Blockade,1938,5.7,424
27018,Pirates of the Great Salt Lake,2006,5.5,351
27019,Good to Go,1986,5.0,70
27020,The Garden Murder Case,1936,6.1,363
27021,Salty O'Rourke,1945,6.5,165
27022,The Chain,1996,4.5,185
27023,The Blackbird,1926,6.8,614
27024,Season of Passion,1959,5.9,263
27025,Heart of Arizona,1938,6.8,129
27026,Condemned Women,1938,6.1,206
27027,Dia of the Dead,2019,2.5,40
27028,Beau Geste,1926,7.0,331
27029,Escape Under Pressure,2000,3.8,578
27030,Lone Tiger,1996,4.6,73
27031,Adam K,2017,4.9,68
27032,Unveiled,1994,5.1,283
27033,Petting Zoo,2015,6.3,217
27034,Wife Swappers,1965,3.9,13
27035,Stags,2011,5.7,64
27036,Be My Baby,2007,4.4,309
27037,Guns of the Trees,1961,7.1,218
27038,The Doctor and the Devil,1965,4.9,9
27039,Mind Games,2003,3.6,172
27040,Folies Bergère de Paris,1935,6.6,236
27041,Dual Mania,2018,7.5,11
27042,Katie Did It,1950,6.5,91
27043,The Good Exorcist,2018,5.8,100
27044,Blood Warriors,1993,4.5,158
27045,Deadwood Dick,1940,7.4,48
27046,Secrets of the French Police,1932,5.8,232
27047,Divine Will,2017,5.9,27
27048,Hard Choices,1985,6.2,117
27049,Sand,1949,5.7,63
27050,The Red Kimona,1925,6.6,246
27051,The Bubble,1966,5.6,263
27052,The Love Cult,1966,3.9,77
27053,Begin Again the Movie,2018,9.4,5
27054,"Jesus, the Daughter of God",2013,3.2,45
27055,Double X: The Name of the Game,1992,3.9,159
27056,Accidental Exorcist,2016,4.4,257
27057,An Angel from Texas,1940,5.6,234
27058,Forever Evil,1987,4.4,280
27059,He Likes Guys,2009,5.4,38
27060,Colonel Effingham's Raid,1946,6.0,327
27061,The Princess Comes Across,1936,6.8,839
27062,The Firebird,1934,6.2,215
27063,Girls Can Play,1937,6.1,61
27064,"The Banksters, Madoff with America",2013,6.4,30
27065,King of the Grizzlies,1970,5.8,140
27066,The Awakened,2012,4.5,73
27067,Haunted House,1940,5.7,82
27068,Evan's Crime,2015,5.2,109
27069,The Kill Reflex,1989,4.0,226
27070,Snapshot,2014,4.4,73
27071,Suicide Dolls,2010,6.4,63
27072,No More Dirty Deals,1993,3.5,50
27073,Doomsdays,2013,6.7,478
27074,Birthday Cake,2013,5.6,145
27075,Prism,2017,6.1,31
27076,The Matadors,2017,5.5,17
27077,Killing Obsession,1994,5.1,73
27078,In a New York Minute,2019,8.4,17
27079,Evil Ambitions,1996,4.7,87
27080,Why Must I Die?,1960,5.5,92
27081,Acid Girls,2014,5.2,15
27082,Lycanthrope,1999,3.6,108
27083,Tetherball: The Movie,2010,5.5,33
27084,Malarek,1988,6.0,144
27085,Meet the Baron,1933,5.6,238
27086,Miles from Nowhere,2002,6.5,20
27087,The Little Princess,1917,5.7,637
27088,Voodoo Blood Death,1965,3.1,161
27089,Appointment in Berlin,1943,6.4,134
27090,Plato's Reality Machine,2013,5.0,96
27091,Followers,2017,3.7,239
27092,Prince of Pirates,1953,5.4,78
27093,White Wolves II: Legend of the Wild,1996,5.3,317
27094,Last of the Badmen,1957,5.5,114
27095,They Made Me a Killer,1946,6.0,225
27096,I Wouldn't Be in Your Shoes,1948,6.7,192
27097,Dirt Merchant,1999,4.4,235
27098,The Singing Fool,1928,6.2,203
27099,Lost in the Pershing Point Hotel,2000,4.5,164
27100,The Jogger,2013,5.1,139
27101,Reel Evil,2012,3.5,598
27102,Dark Amazon,2014,4.1,190
27103,Boots Malone,1952,6.9,331
27104,Only Yesterday,1933,7.5,309
27105,Blood on the Highway,2008,5.3,424
27106,Call It a Day,1937,5.8,216
27107,Pagan Island,1961,5.7,84
27108,Antidote,2013,3.4,117
27109,Street of Chance,1930,6.7,190
27110,The Next Day,2012,4.7,230
27111,Desert Command,1946,5.0,176
27112,The Thief & the Stripper,2000,3.9,81
27113,How to Kill a Zombie,2014,4.3,203
27114,Abaddon,2018,4.7,20
27115,Man Hunt,1936,5.6,95
27116,Private Detective 62,1933,6.6,571
27117,Branded,2017,3.8,47
27118,David,2011,7.3,101
27119,Chasing the Devil,2014,5.0,580
27120,Diamonds to Dust,2014,5.4,217
27121,The Godfather of Green Bay,2005,5.6,262
27122,Badlands of Kain,2016,5.2,239
27123,Freak Talks About Sex,1999,6.0,605
27124,Do You Love Me,1946,6.6,203
27125,Safety First: The Rise of Women!,2008,6.8,89
27126,Rising Storm,1989,4.8,231
27127,Not Another Black Movie,2016,5.6,34
27128,Yellowneck,1955,4.2,165
27129,Consequences,2019,7.7,28
27130,Evil Spirits,1990,4.2,210
27131,Unexpected Uncle,1941,6.1,182
27132,Rocket Ship,1936,6.7,532
27133,Rustin,2001,5.6,106
27134,Squirrels,2018,5.5,23
27135,God's Lonely Man,1996,6.1,227
27136,Swamp Girl,1971,5.3,107
27137,Johnny Tiger,1966,7.0,52
27138,Thrilled to Death,1988,4.9,32
27139,Lady Luck,2017,5.6,41
27140,Two Kinds of Women,1932,6.4,40
27141,The Arizona Kid,1970,6.0,19
27142,Deviant Behavior,2016,3.8,57
27143,Tim Tyler's Luck,1937,5.2,247
27144,The Cherokee Word for Water,2013,7.9,51
27145,Junkie,2012,4.7,414
27146,Smokey and the Good Time Outlaws,1978,4.5,33
27147,City of the Vampires,1993,5.0,26
27148,Cowboy Drifter,2017,7.2,17
27149,Funeral Day,2016,5.6,73
27150,Strawberry Flavored Plastic,2019,3.9,117
27151,Diary of the Dead,1976,6.5,75
27152,Up Your Alley,1989,5.0,127
27153,All Wifed Out,2012,5.1,80
27154,Blondes at Work,1938,6.6,326
27155,Private Worlds,1935,6.6,246
27156,Channel Island Girls,1999,4.4,11
27157,Hot Under the Collar,1992,2.5,122
27158,Missed Connections,2015,5.3,98
27159,All Hell Breaks Loose,2014,4.9,68
27160,Special Delivery,1999,4.6,85
27161,Moonlighting Wives,1966,6.0,64
27162,Blame It on the Night,1984,5.4,165
27163,Danger Zone III: Steel Horse War,1990,3.4,40
27164,Don't Bet on Blondes,1935,6.2,280
27165,The Raiders,1963,5.3,158
27166,Diamond Ruff,2015,4.1,74
27167,Warrior's End,2009,7.4,28
27168,The Return of October,1948,6.1,169
27169,Paradise Lost,1999,4.7,237
27170,For Single Swingers Only,1968,3.8,42
27171,The Falcon's Alibi,1946,6.5,379
27172,Unsullied,2014,4.3,283
27173,Timberjack,1955,5.6,150
27174,Patti Rocks,1988,6.1,281
27175,Trust (and Other Lies We Tell Ourselves to Sleep at Night),2017,5.2,9
27176,Axegrinder,2006,5.5,77
27177,The Purple Gang,1959,6.2,230
27178,Finding North,1998,6.5,286
27179,A Violation of Trust,2012,5.8,5
27180,Amityville: No Escape,2016,3.1,180
27181,And She Was,2002,5.1,66
27182,Knucklehead,2015,5.7,77
27183,Horror House,2012,4.1,124
27184,Killzone,1985,4.2,79
27185,Pilot #5,1943,6.1,289
27186,Wild Geese Calling,1941,6.5,62
27187,2021,2013,6.1,17
27188,The Return of Chandu,1934,6.1,249
27189,Roar of the Dragon,1932,6.3,195
27190,Arizona Days,1937,4.9,126
27191,Devil Girl,2007,3.7,166
27192,The Desert Song,1929,6.7,77
27193,That Way with Women,1947,6.5,173
27194,Fallout,1999,3.6,348
27195,The Summer of 69,2009,7.3,10
27196,Mother Ghost,2002,6.2,312
27197,Time Warrior,2012,2.7,235
27198,In Enemy Country,1968,5.8,174
27199,What a Woman!,1943,6.5,270
27200,Nightbeats,2009,6.2,23
27201,Cry Now,2014,5.3,73
27202,Fight to the Finish,2016,3.5,115
27203,The Understudy,2008,5.3,153
27204,Friends Don't Let Friends,2017,3.1,166
27205,The Controller,2008,2.9,215
27206,Where We Started,2013,6.3,100
27207,Cardiac Arrest,1980,3.9,152
27208,Love and Hostages,2016,5.8,173
27209,It's a Small World,1950,6.2,142
27210,My Favorite Spy,1942,5.9,207
27211,Love for Rent,2005,7.0,831
27212,Boogievision,1977,4.4,51
27213,Message of Hope,2014,4.5,19
27214,ZombieCON,2018,8.5,6
27215,The 7,2006,3.7,211
27216,A Magic Christmas,2014,5.0,162
27217,Panman,2011,3.2,171
27218,Backgammon,2015,3.2,237
27219,Bad Georgia Road,1977,5.4,90
27220,Live or Die in La Honda,2017,4.7,69
27221,Over 21,1945,6.5,321
27222,Global Warming,2015,5.6,48
27223,The Girl Gets Moe,1997,4.8,215
27224,Because of You,1952,6.7,170
27225,Glow,2017,7.5,13
27226,The Stranger,1987,5.4,209
27227,Boxboarders!,2007,5.3,215
27228,"Love, Sex & Drugs",2009,5.5,18
27229,The New Twenty,2008,5.1,459
27230,Going Shopping,2005,5.0,156
27231,Jennie Gerhardt,1933,6.6,107
27232,Monster: The Prehistoric Project,2015,1.5,123
27233,Wild Heritage,1958,5.7,124
27234,Dear Diary I Died,2016,3.9,215
27235,George!,1972,6.8,88
27236,Kid Rodelo,1966,5.9,95
27237,Murder by Television,1935,4.4,541
27238,The Virus,2014,4.3,95
27239,Lycanimator,2018,4.0,27
27240,The City Girl,1984,6.3,41
27241,"As Above, So Below",1973,6.3,24
27242,Cutthroat Alley,2003,2.6,322
27243,A Bedfull of Foreigners,1998,7.8,35
27244,City Without Men,1943,5.5,81
27245,Half-Life,2008,5.3,467
27246,Red Flag,2012,5.5,446
27247,War Machine,2010,3.9,33
27248,Black Oxen,1923,5.9,129
27249,Wild Harvest,1947,6.7,107
27250,The Biker Warrior Babe vs. The Zombie Babies from Hell,2014,3.5,58
27251,The Posthuman Project,2014,3.9,292
27252,Nite Tales: The Movie,2008,4.0,285
27253,The Visit,2000,5.9,236
27254,The Autumn Heart,1999,6.2,207
27255,Push,2006,4.6,562
27256,Doomed Caravan,1941,6.6,127
27257,The Big Day,1999,4.6,265
27258,Desert Hell,1958,5.3,11
27259,Pieces of Dreams,1970,4.9,233
27260,100 Proof,1997,6.5,51
27261,This Love of Ours,1945,6.3,85
27262,Give My Regards to Broadway,1948,6.4,99
27263,Delivering the Goods,2012,6.0,72
27264,Unnatural Causes,2008,4.2,679
27265,Maria My Love,2011,6.2,71
27266,Follow Your Heart,1999,6.2,91
27267,Secrets of Fenville,2003,6.5,18
27268,Even Hitler Had a Girlfriend,1992,5.3,128
27269,Chubasco,1968,5.6,153
27270,Mountain Mafia,2012,5.9,68
27271,Short Cut to Hell,1957,5.8,213
27272,Stella Street,2004,5.8,427
27273,The Tijuana Story,1957,5.3,101
27274,Chicanery,2017,5.4,27
27275,No Blood of Mine,2017,5.7,35
27276,Air Marshal,2003,2.6,500
27277,Medium Rare,1987,5.4,51
27278,Get Married or Die,2018,5.6,59
27279,In Critical Condition,2016,3.6,41
27280,Dance Fu,2011,3.3,140
27281,Patriots,1996,5.6,87
27282,Outrage: Born in Terror,2009,3.6,284
27283,Nine Lives Are Not Enough,1941,6.0,259
27284,The Cruz Brothers and Miss Malloy,1980,6.0,36
27285,Morris County,2009,6.7,62
27286,They Got Me Covered,1943,6.8,533
27287,Low Fidelity,2011,6.1,119
27288,Lockdown,1990,5.6,57
27289,Cellmates,2011,5.7,544
27290,Master Minds,1949,6.2,317
27291,The Most Dangerous Game,2016,5.8,12
27292,Sharkproof,2014,5.3,64
27293,The Runaround,1946,6.9,74
27294,Cremaster 2,1999,6.6,833
27295,The Marshal of Windy Hollow,1972,8.5,11
27296,Harley,1991,4.7,81
27297,Secret Command,1944,6.5,245
27298,Wings of the Hawk,1953,6.0,187
27299,Interlude City,2016,5.9,63
27300,Ascent to Hell,2014,4.1,139
27301,The Evil Inside,2011,3.6,377
27302,The Measure of a Man,2011,6.4,102
27303,Birds of a Feather,2012,5.4,54
27304,The Belly of the Beast,2008,7.9,374
27305,Sandy Hook Lingerie Party Massacre,2000,3.1,83
27306,Ground Zero,2000,3.5,259
27307,Hard Plastic,2020,8.1,9
27308,Tunnel Vision,2013,4.2,195
27309,The City,2009,7.4,49
27310,The Shoot,2014,4.8,20
27311,Footlight Serenade,1942,6.1,189
27312,Beverly Hills Bandits,2018,5.9,34
